"id"	"label"	"degree"	"community"	"group"	"gene_type"	"description"
"AT1G08930"	"ERD6"	1	2	2	"Target Gene"	"encodes a putative sucrose transporter whose gene expression is induced by dehydration and cold. The mRNA is cell-to-cell mobile."
"AT1G26560"	"BGLU40"	1	16	16	"Target Gene"	"beta glucosidase 40"
"AT1G01680"	"PUB54"	3	1	1	"Target Gene"	"plant U-box 54"
"AT2G44740"	"CYCP4;1"	1	6	6	"Target Gene"	"cyclin p4"
"AT5G54270"	"LHCB3"	1	15	15	"Target Gene"	"Lhcb3 protein is a component of the main light harvesting chlorophyll a/b-protein complex of Photosystem II (LHC II)."
"AT4G12480"	"EARLI1"	3	6	6	"Target Gene"	"Encodes a putative lipid transfer protein, vernalization-responsive and cold-induced. It is involved in priming the SAR and ISR responses, specifically in propagating the cell-to-cell mobile signal."
"AT3G07195"	"AT3G07195"	1	1	1	"Target Gene"	"RPM1-interacting protein 4 (RIN4) family protein"
"AT2G20142"	"AT2G20142"	1	1	1	"Target Gene"	"Toll-Interleukin-Resistance (TIR) domain family protein"
"AT4G23230"	"RECEPTOR-LIKE PROTEIN KINASE"	3	1	1	"Target Gene"	"Encodes a cysteine-rich receptor-like protein kinase."
"AT2G15490"	"UGT73B4"	2	6	6	"Target Gene"	"UDP-glycosyltransferase 73B4"
"AT1G47600"	"BGLU34"	1	6	6	"Target Gene"	"Encodes a myrosinase. Over-expression led to a glucosinolate profile change."
"AT5G57530"	"XTH12"	2	9	9	"Target Gene"	"xyloglucan endotransglucosylase/hydrolase 12"
"AT4G33666"	"AT4G33666"	1	12	12	"Target Gene"	"hypothetical protein"
"AT3G20395"	"ATL92"	4	2	2	"Target Gene"	"RING/U-box superfamily protein"
"AT3G47420"	"G3PP1"	1	16	16	"Target Gene"	"Encodes a Pi starvation-responsive protein AtPS3. A member of the phosphate starvation-induced glycerol-3-phosphate permease gene family: AT3G47420(G3Pp1), AT4G25220(G3Pp2), AT1G30560(G3Pp3), AT4G17550(G3Pp4) and AT2G13100(G3Pp5). Its expression is responsive to phosphate (Pi) and not phosphite (Phi) in roots and shoots."
"AT2G25200"	"AT2G25200"	4	11	11	"Target Gene"	"hypothetical protein (DUF868)"
"AT2G17880"	"DJC24"	3	11	11	"Target Gene"	"Chaperone DnaJ-domain superfamily protein"
"AT1G72940"	"AT1G72940"	1	2	2	"Target Gene"	"Toll-Interleukin-Resistance (TIR) domain-containing protein"
"AT4G11170"	"RMG1"	2	4	4	"Target Gene"	"Encodes RMG1 (Resistance Methylated Gene 1), a NB-LRR disease resistance protein with a Toll/interleukin-1 receptor (TIR) domain at its N terminus. RMG1 is expressed at high levels in response to flg22 and in naive met1/nrpd2 relative to wild-type plants. Expression of this gene is controlled by DNA methylation in its promoter region. The RMG1 promoter region is constitutively demethylated by active DNA demethylation mediated by the DNA glycosylase ROS1."
"AT5G50200"	"WR3"	1	6	6	"Target Gene"	"Wound-responsive gene 3 (WR3).  Encodes a high-affinity nitrate transporter. Up-regulated by nitrate. Involved in jasmonic acid-independent wound signal transduction."
"AT5G60760"	"AT5G60760"	1	10	10	"Target Gene"	"P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"AT3G30775"	"ERD5"	3	11	11	"Target Gene"	"Encodes a proline oxidase that is predicted to localize to the inner mitochondrial membrane, its mRNA expression induced by high levels of Al and by osmotic stress.  The promoter contains an L-proline-inducible element."
"AT3G27690"	"LHCB2.3"	3	15	15	"Target Gene"	"Encodes Lhcb2.4.  Belongs to the Lhc super-gene family encodes the light-harvesting chlorophyll a/b-binding (LHC) proteins that constitute the antenna system of the photosynthetic apparatus. The mRNA is cell-to-cell mobile."
"AT4G18440"	"AT4G18440"	4	15	15	"Target Gene"	"L-Aspartase-like family protein"
"AT4G33467"	"AT4G33467"	1	15	15	"Target Gene"	"hypothetical protein"
"AT2G43820"	"UGT74F2"	1	4	4	"Target Gene"	"Encodes a nicotinate-O-glycosyltransferase. Induced by Salicylic acid, virus, fungus and bacteria. Also involved in the tryptophan synthesis pathway. Independent of NPR1 for their induction by salicylic acid. UGT74F1 transfers UDP:glucose to salicylic acid (forming a glucoside (SAG) and a glucose ester (SGE)), benzoic acid, and anthranilate in vitro. UGT74F2 shows a weak ability to catalyze the formation of the p-aminobenzoate-glucose ester in vitro. But, UGT75B1 appears to be the dominant pABA acylglucosyltransferase in vivo based on assays in leaves, flowers, and siliques."
"AT5G50950"	"FUM2"	2	15	15	"Target Gene"	"Encodes a fumarase enzyme initially shown to be in the mitochondria through proteomic studies but later shown to be present in the cytosol using an RFP fluorescent protein tag. It appears to be important for the accumulation of fumarate from malate in leaves in the light, and helps to promote nitrogen assimilation under high nitrogen conditions. It does not appear to be necessary for lipid metabolism and seedling growth. Inhibition of fumarate accumulation results in an overall shift in the cold response of leaves, with a complete inhibition of cold acclimation of photosynthesis."
"AT4G02970"	"AT7SL-1"	1	4	4	"Target Gene"	"Signal recognition particle. Type 4 of RNA polymerase III dependent genes."
"AT4G21445"	"CRR9"	1	12	12	"Target Gene"	"CRR9 gene encodes a novel stromal protein without any known functional domains or motifs. It is highly conserved in cyanobacteria and land plants but not in green algae."
"AT5G18650"	"MIEL1"	3	2	2	"Target Gene"	"Encodes a RING-type E3 ubiquitin ligase that interacts with and ubiquitinates MYB30, leads to MYB30 proteasomal degradation and downregulation of its transcriptional activity.  Since MYB30 is a positive regulator of Arabidopsis HR and defence responses, MIEL1 is involved in the negative regulation of these processes. The mRNA is cell-to-cell mobile."
"AT5G20740"	"AT5G20740"	1	10	10	"Target Gene"	"Plant invertase/pectin methylesterase inhibitor superfamily protein"
"AT1G06450"	"CAF1G"	1	18	18	"Target Gene"	"Deadenylase."
"AT3G59940"	"KMD4"	2	11	11	"Target Gene"	"Encodes a member of a family of F-box proteins, called the KISS ME DEADLY (KMD) family, that targets type-B ARR proteins for degradation and is involved in the negative regulation of the cytokinin response. Also named as KFB50, a member of a group of Kelch repeat F-box proteins that negatively regulate phenylpropanoid biosynthesis by targeting the phenypropanoid biosynthesis enzyme phenylalanine ammonia-lyase. The mRNA is cell-to-cell mobile."
"AT4G34150"	"AT4G34150"	2	2	2	"Target Gene"	"Calcium-dependent lipid-binding (CaLB domain) family protein"
"AT1G10657"	"DEG17"	2	7	7	"Target Gene"	"transmembrane protein"
"AT4G27260"	"WES1"	2	2	2	"Target Gene"	"encodes an IAA-amido synthase that conjugates Asp and other amino acids to auxin in vitro. Lines carrying insertions in this gene are hypersensitive to auxin. It is involved in camalexin biosynthesis via conjugating indole-3-carboxylic acid (ICA) and cysteine (Cys). The mRNA is cell-to-cell mobile."
"AT5G62280"	"AT5G62280"	1	14	14	"Target Gene"	"DUF1442 family protein (DUF1442)"
"AT1G49210"	"ATL76"	2	13	13	"Target Gene"	"RING/U-box superfamily protein"
"AT1G80920"	"J8"	2	11	11	"Target Gene"	"A nuclear encoded soluble protein found in the chloroplast stroma. Negatively regulated by light and has rapid turnover in darkness."
"AT5G38420"	"RBCS2B"	1	18	18	"Target Gene"	"Encodes a member of the Rubisco small subunit (RBCS) multigene family: RBCS1A (At1g67090), RBCS1B (At5g38430), RBCS2B (At5g38420), and RBCS3B (At5g38410). Activated by OXS2 under the treatment of salt."
"AT5G24490"	"AT5G24490"	1	11	11	"Target Gene"	"30S ribosomal protein"
"AT4G23130"	"RECEPTOR-LIKE PROTEIN KINASE"	2	1	1	"Target Gene"	"Encodes a receptor-like protein kinase. Naming convention from Chen et al 2003 (PMID 14756307)"
"AT1G52780"	"AT1G52780"	2	1	1	"Target Gene"	"PII, uridylyltransferase (DUF2921)"
"AT5G57560"	"TCH4"	5	11	11	"Target Gene"	"Encodes a cell wall-modifying enzyme, rapidly upregulated in response to environmental stimuli."
"AT5G17860"	"CAX7"	2	5	5	"Target Gene"	"calcium exchanger 7"
"AT2G44130"	"KMD3"	4	11	11	"Target Gene"	"Encodes a member of a family of F-box proteins, called the KISS ME DEADLY (KMD) family. Component of SCF ubiquitin protein ligase, interacts with phenylalanine ammonia-lyase. AtKFB39 is a homolog of previously identified AtKFB50 (At3g59940) and specifically interacts with Arabidopsis PAL3 and PAL4 in vitro. In planta, together with AtKFB01, KFB20 and KFB50, it regulates PAL protein stability thus controlling phenylpropanoid biosynthesis ."
"AT1G11260"	"STP1"	3	11	11	"Target Gene"	"Encodes a H+/hexose cotransporter. The mRNA is cell-to-cell mobile."
"AT5G59540"	"AT5G59540"	3	6	6	"Target Gene"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"AT2G44700"	"AT2G44700"	1	17	17	"Target Gene"	"Galactose oxidase/kelch repeat superfamily protein"
"AT2G44140"	"ATG4A"	4	11	11	"Target Gene"	"Peptidase family C54 protein"
"AT3G15760"	"AT3G15760"	1	3	3	"Target Gene"	"cytochrome P450 family protein"
"AT1G10340"	"AT1G10340"	3	1	1	"Target Gene"	"Ankyrin repeat family protein"
"AT3G57520"	"SIP2"	3	11	11	"Target Gene"	"SIP2 encodes a raffinose-specific alpha-galactosidase that catalyzes the breakdown of raffinose into alpha-galatose and sucrose. This enzyme may function in unloading raffinose from the phloem as part of sink metabolism. Although it was originally predicted to act as a raffinose synthase (RS), that activity was not observed for recombinant SIP2."
"AT1G72820"	"AT1G72820"	2	11	11	"Target Gene"	"Mitochondrial substrate carrier family protein"
"AT4G27820"	"BGLU9"	2	6	6	"Target Gene"	"beta glucosidase 9"
"AT4G01840"	"KCO5"	2	11	11	"Target Gene"	"Encodes AtTPK5, a member of the Arabidopsis thaliana K+ channel family of AtTPK/KCO proteins.  AtTPK5 is targeted to the vacuolar membrane. May form homomeric ion channels in vivo."
"AT2G39980"	"AT2G39980"	4	2	2	"Target Gene"	"HXXXD-type acyl-transferase family protein"
"AT1G14120"	"ATDAO2"	1	6	6	"Target Gene"	"DAO2 is an IAA oxidase expressed in root caps. it is a member of a family of dioxygenase and 2OG Fe(II) oxygenase domain and DAO domain containing proteins. It is expressed specifically in root cap cells and does not appear to be the major IAA oxidase in planta."
"AT3G15356"	"AT3G15356"	3	1	1	"Target Gene"	"Legume lectin family protein"
"AT4G38470"	"STY46"	2	11	11	"Target Gene"	"Serine/threonine kinase that phosphorylate transit peptides of chloroplast and mitochondria targeted pre-proteins."
"AT2G31160"	"LSH3"	1	17	17	"Target Gene"	"LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)"
"AT3G01830"	"AT3G01830"	2	1	1	"Target Gene"	"Calcium-binding EF-hand family protein"
"AT2G29500"	"HSP17.6B"	1	10	10	"Target Gene"	"HSP20-like chaperones superfamily protein"
"AT2G29310"	"AT2G29310"	2	12	12	"Target Gene"	"NAD(P)-binding Rossmann-fold superfamily protein"
"AT4G11590"	"AT4G11590"	1	9	9	"Target Gene"	"F-box associated ubiquitination effector family protein"
"AT4G18250"	"AT4G18250"	1	1	1	"Target Gene"	"receptor Serine/Threonine kinase-like protein"
"AT1G73120"	"AT1G73120"	1	24	24	"Target Gene"	"F-box/RNI superfamily protein"
"AT4G22880"	"LDOX"	1	25	25	"Target Gene"	"encodes leucoanthocyanidin dioxygenase, which is involved in proanthocyanin biosynthesis. Mutant analysis suggests that this gene is also involved in vacuole formation."
"AT4G16000"	"AT4G16000"	2	11	11	"Target Gene"	"hypothetical protein"
"AT4G18197"	"PUP7"	2	5	5	"Target Gene"	"Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane. The mRNA is cell-to-cell mobile."
"AT1G57990"	"PUP18"	4	2	2	"Target Gene"	"Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane."
"AT5G14470"	"GALK2"	2	11	11	"Target Gene"	"GHMP kinase family protein"
"AT3G08860"	"PYD4"	3	14	14	"Target Gene"	"Encodes a protein that is predicted to have beta-alanine aminotransferase activity."
"AT2G27830"	"AT2G27830"	2	11	11	"Target Gene"	"hypothetical protein"
"AT2G39570"	"ACR9"	3	11	11	"Target Gene"	"Encodes a ACT domain-containing protein.  The ACT domain, named after bacterial aspartate kinase, chorismate mutase and TyrA (prephenate dehydrogenase), is a regulatory domain that serves as an amino acid-binding site in feedback-regulated amino acid metabolic enzymes."
"AT2G02690"	"AT2G02690"	1	26	26	"Target Gene"	"Cysteine/Histidine-rich C1 domain family protein"
"AT1G65390"	"PP2-A5"	2	6	6	"Target Gene"	"Phloem Protein2 family gene encoding a two-domain protein containing predicted lectin and Toll/Interleukin-1 receptor domains, which is induced upon spider mite attack and improves the ability to defend against T. urticae by participating in the tight regulation of hormonal cross talk upon mite feeding."
"AT1G16110"	"WAKL6"	1	1	1	"Target Gene"	"Encodes a WAK-like receptor-like kinase with a cytoplasmic Ser/Thr protein kinase domain and an extracellular domain with EGF-like repeats. It has been shown to be localized to the cell wall."
"AT2G32150"	"AT2G32150"	5	11	11	"Target Gene"	"Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"AT5G47980"	"AT5G47980"	1	10	10	"Target Gene"	"HXXXD-type acyl-transferase family protein"
"AT2G45685"	"AT2G45685"	1	7	7	"Target Gene"	"Natural antisense transcript overlaps with AT2G45680"
"AT4G27450"	"AT4G27450"	3	11	11	"Target Gene"	"aluminum induced protein with YGL and LRDR motifs"
"AT4G15440"	"HPL1"	2	16	16	"Target Gene"	"Encodes a hydroperoxide lyase.  Also a member of the CYP74B cytochrome p450 family. In the ecotype Columbia (Col) the gene contains a 10-nucleotide deletion in its first  exon that causes it to code for a truncated protein that results in a non-functional hydroperoxide lyase."
"AT5G48000"	"CYP708A2"	2	6	6	"Target Gene"	"Encodes a member of the CYP708A family of cytochrome P450 enzymes. THAH appears to add a hydroxyl group to the triterpene thalianol. thah1 mutants have an elevated accumulation of thalianol. thah1-1 mutants have longer roots than wild type plants. Thalian-diol and desaturated thalian-diol are lost from the root extracts of thah1-1 mutants. Overexpression of the sequence from At5g48000.1 rescues the thah1-1 mutant phenotype (Field 2008)"
"AT2G15880"	"LRX10"	3	11	11	"Target Gene"	"Pollen expressed protein required for pollen tube growth.Along with other members of the LRX family, itnteracts with RALF4 to control pollen tube growth and integrity. Loss of function results in premature pollen tube rupture and reduced fertility."
"AT5G14120"	"AT5G14120"	2	11	11	"Target Gene"	"Major facilitator superfamily protein"
"AT3G54880"	"AT3G54880"	1	13	13	"Target Gene"	"zinc finger protein"
"AT1G02850"	"BGLU11"	4	16	16	"Target Gene"	"beta glucosidase 11"
"AT2G28660"	"AT2G28660"	3	10	10	"Target Gene"	"Chloroplast-targeted copper chaperone protein"
"AT1G80180"	"MASS1"	2	11	11	"Target Gene"	"Encodes a substrate of the MAPK kinases. Phenotypic analyses of Arabidopsis expressing phosphorylation site mutant forms of At1g80180.1 showed clustered stomata and higher stomatal index in cotyledons expressing the phosphomimetic form of At1g80180.1. Tightly connected with MAPK signaling to fine-tune stomatal production and patterning."
"AT5G41040"	"RWP1"	1	10	10	"Target Gene"	"Encodes a feruloyl-CoA transferase required for suberin synthesis. Has feruloyl-CoA-dependent feruloyl transferase activity towards substrates with a primary alcohol."
"AT5G19190"	"AT5G19190"	3	11	11	"Target Gene"	"hypothetical protein"
"AT1G12780"	"UGE1"	2	11	11	"Target Gene"	"Encodes a UDP-glucose epimerase that catalyzes the interconversion of the sugar nucleotides UDP-glucose UDP-galactose via a UDP-4-keto-hexose intermediate. Responsive to stress."
"AT1G25275"	"AT1G25275"	2	16	16	"Target Gene"	"Thionin-like gene involved in resistance against the beet cyst nematode (Heterodera schachtii)."
"AT5G56550"	"OXS3"	4	11	11	"Target Gene"	"Encodes OXIDATIVE STRESS 3 (OXS3)&#65292"
"AT2G06050"	"OPR3"	2	10	10	"Target Gene"	"Encodes a 12-oxophytodienoate reductase that is required for jasmonate biosynthesis. Mutants are male sterile and defective in pollen dehiscence. Shows activity towards 2,4,6-trinitrotoluene.  CFA-Ile, CFA-Leu, CFA-Val, CFA-Met and CFA-Ala can restore the fertility of opr3 plants by inducing filament elongation and anther dehiscence."
"AT5G52810"	"SARD4"	1	1	1	"Target Gene"	"SAR-DEFICIENT4 (SARD4) alias ORNITHINE CYCLODEAMINASE/m-CRYSTALLIN (ORNCD1) is involved in the biosynthesis of pipecolic acid. The reductase converts dehydropipecolic acid intermediates generated from L-Lysine by AGD2-LIKE DEFENSE RESPONSE PROTEIN1 (ALD1) to pipecolic acid (PMID:28330936)."
"AT2G32390"	"GLR3.5"	1	13	13	"Target Gene"	"Encodes a ionotropic glutamate receptor ortholog, a member of a putative ligand-gated ion channel subunit family."
"AT4G12500"	"AT4G12500"	4	6	6	"Target Gene"	"Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein"
"AT4G34250"	"KCS16"	1	18	18	"Target Gene"	"Encodes KCS16, a member of the 3-ketoacyl-CoA synthase family involved in the biosynthesis of VLCFA (very long chain fatty acids)."
"AT3G54260"	"TBL36"	1	9	9	"Target Gene"	"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication)."
"AT1G78830"	"AT1G78830"	3	2	2	"Target Gene"	"Curculin-like (mannose-binding) lectin family protein"
"AT1G17600"	"SOC3"	2	1	1	"Target Gene"	"SOC3 is a TIR-NB-leucine-rich repeat (TNL) protein.Mutants suppress loss of chs2 phenotype of auto-activation of immunity.  When the TIR domain of SOC3  interacts with CHS2 the binding results in temperature activation of cell death, the suppressors inhibit this interaction."
"AT3G21560"	"UGT84A2"	3	11	11	"Target Gene"	"Encodes a protein with sinapic acid:UDP-glucose glucosyltransferase activity. Mutants defective in this gene are hyper-fluorescent (which accumulate in their trichomes a compound that is likely to be 3',5'-dimethoxynaringenin chalcone or sinapoyltriacetic acid lactone, potential products of the concerted action of 4-coumarate CoA ligase and chalcone synthase  on sinapic acid). Also shown to be required for Arabidopsis nonhost resistance to the Asian soybean rust pathogen Phakopsora pachyrhizi."
"AT5G24105"	"AGP41"	1	6	6	"Target Gene"	"Encodes a putative arabinogalactan-protein (AGP41)."
"AT2G27370"	"CASP3"	1	13	13	"Target Gene"	"Uncharacterized protein family (UPF0497)"
"AT3G14210"	"ESM1"	4	16	16	"Target Gene"	"A semidominant QTL which has an epistatic effect on the Epithiospecifier gene. Represses nitrile formation and favors isothiocyanate production during glucosinolate hydrolysis. The functional allele deters the insect herbivory T. ni."
"AT1G56320"	"AT1G56320"	3	10	10	"Target Gene"	"hypothetical protein"
"AT3G48080"	"AT3G48080"	2	1	1	"Target Gene"	"alpha/beta-Hydrolases superfamily protein"
"ATCG00400"	"TRNL.1"	1	10	10	"Target Gene"	"tRNA-Leu"
"AT1G77210"	"STP14"	6	11	11	"Target Gene"	"AtSTP14 belongs to the family of sugar transport proteins (AtSTPs)in volved in monosaccharide transport. Heterologous expression in yeast revealed that AtSTP14 is the transporter specifc for galactose and does not transport other monosaccharides such as glucose or fructose."
"AT1G25400"	"AT1G25400"	6	11	11	"Target Gene"	"transmembrane protein"
"AT4G28780"	"AT4G28780"	1	16	16	"Target Gene"	"GDSL-motif  esterase/acyltransferase/lipase. Enzyme group with broad substrate specificity that may catalyze acyltransfer or hydrolase reactions with lipid and non-lipid substrates."
"AT2G29670"	"AT2G29670"	2	11	11	"Target Gene"	"Tetratricopeptide repeat (TPR)-like superfamily protein"
"AT1G27020"	"AT1G27020"	1	6	6	"Target Gene"	"plant/protein"
"AT2G15890"	"MEE14"	3	11	11	"Target Gene"	"Encodes CBP1, a regulator of transcription initiation in central cell-mediated pollen tube guidance."
"AT2G40113"	"AT2G40113"	1	10	10	"Target Gene"	"Pollen Ole e 1 allergen and extensin family protein"
"AT3G56360"	"AT3G56360"	1	13	13	"Target Gene"	"hypothetical protein"
"AT1G59620"	"CW9"	3	1	1	"Target Gene"	"Encodes CW9."
"AT3G28080"	"UMAMIT47"	1	10	10	"Target Gene"	"nodulin MtN21-like transporter family protein"
"AT5G64620"	"C/VIF2"	2	9	9	"Target Gene"	"Plant cell wall (CWI) and vacuolar invertases (VI)  play important roles in carbohydrate metabolism, stress responses  and sugar signaling."
"AT3G21351"	"AT3G21351"	1	27	27	"Target Gene"	"transmembrane protein"
"AT5G48540"	"AT5G48540"	2	6	6	"Target Gene"	"receptor-like protein kinase-related family protein"
"AT3G05800"	"ACTIVATION-TAGGED BRI1 SUPPRESSOR 1"	4	2	2	"Target Gene"	"AtBS1(activation-tagged BRI1 suppressor 1)-interacting factor 1"
"AT2G36690"	"GIM2"	1	3	3	"Target Gene"	"Protein belonging to the Fe-dependent 2-oxoglutarate dioxygenase superfamily, catalyzes the stereospecific hydration of GA12 to produce DHGA12, negatively regulates ABA sensitivity during germination, phototrophic establishment and seedling development."
"AT2G42540"	"COR15A"	1	5	5	"Target Gene"	"A cold-regulated gene whose product is targeted to the chloroplast. Cor15am  protects stromal proteins from aggregation under various stress conditions. Constitutive expression increases freezing tolerance in protoplasts in vitro and chloroplasts in vivo. NMR and x-ray diffraction studies suggest that COR15a alters the intrinsic curvature of the inner membrane of chloroplast envelope.  Late Embryogenesis abundant protein (LEA). Protects chloroplast membranes during freezing."
"AT5G45340"	"CYP707A3"	1	15	15	"Target Gene"	"Encodes a protein with ABA 8'-hydroxylase activity"
"AT5G45150"	"RTL3"	2	6	6	"Target Gene"	"RNAse THREE-like protein 3"
"ATCG00680"	"PSBB"	2	10	10	"Target Gene"	"encodes for CP47, subunit of the photosystem II reaction center."
"AT5G16970"	"AER"	3	6	6	"Target Gene"	"encodes a 2-alkenal reductase (EC 1.3.1.74), plays a key role in the detoxification of reactive carbonyls"
"AT3G19030"	"AT3G19030"	4	11	11	"Target Gene"	"transcription initiation factor TFIID subunit 1b-like protein"
"AT4G22510"	"AT4G22510"	1	4	4	"Target Gene"	"transmembrane protein"
"AT3G13450"	"DIN4"	2	11	11	"Target Gene"	"branched chain alpha-keto acid dehydrogenase E1 beta"
"AT4G33220"	"PME44"	3	6	6	"Target Gene"	"pectin methylesterase 44"
"AT4G28280"	"LLG3"	1	7	7	"Target Gene"	"LORELEI-LIKE-GPI ANCHORED PROTEIN 3"
"AT1G24160"	"AT1G24160"	5	11	11	"Target Gene"	"triadin"
"AT5G12420"	"WSD7"	1	8	8	"Target Gene"	"WSD7 can function in vitro as wax ester synthase but does not appear to be essential for cuticular wax biosynthesis."
"AT5G19120"	"AT5G19120"	5	11	11	"Target Gene"	"Eukaryotic aspartyl protease family protein"
"AT5G10760"	"AED1"	4	1	1	"Target Gene"	"Eukaryotic aspartyl protease family protein"
"AT3G29670"	"PMAT2"	1	2	2	"Target Gene"	"Encodes a malonyltransferase that may play a role in phenolic xenobiotic detoxification. The mRNA is cell-to-cell mobile."
"AT2G41180"	"SIB2"	3	14	14	"Target Gene"	"VQ motif-containing protein"
"AT4G33010"	"GLDP1"	1	8	8	"Target Gene"	"glycine decarboxylase P-protein 1"
"AT2G27402"	"AT2G27402"	1	15	15	"Target Gene"	"plastid transcriptionally active protein"
"AT5G65660"	"AT5G65660"	3	11	11	"Target Gene"	"hydroxyproline-rich glycoprotein family protein"
"AT2G41410"	"AT2G41410"	3	11	11	"Target Gene"	"Calcium-binding EF-hand family protein"
"AT1G23720"	"EXT15"	3	9	9	"Target Gene"	"Proline-rich extensin-like family protein"
"AT4G35180"	"LHT7"	3	1	1	"Target Gene"	"LYS/HIS transporter 7"
"AT4G36570"	"RL3"	1	2	2	"Target Gene"	"RAD-like 3"
"AT3G49120"	"PRXCB"	1	4	4	"Target Gene"	"Class III peroxidase Perx34. Expressed in roots, leaves and stems. Located in the cell wall. Involved in cell elongation. Expression activated by light. May play a role in generating H2O2 during defense response. The mRNA is cell-to-cell mobile."
"AT2G18050"	"HIS1-3"	1	1	1	"Target Gene"	"encodes a structurally divergent linker histone whose gene expression is induced by dehydration and ABA. The mRNA is cell-to-cell mobile."
"AT1G68945"	"AT1G68945"	1	9	9	"Target Gene"	"hypothetical protein"
"AT5G67390"	"AT5G67390"	1	9	9	"Target Gene"	"glycosyltransferase-like protein"
"AT2G24550"	"AT2G24550"	3	11	11	"Target Gene"	"major centromere autoantigen B-like protein"
"AT4G40090"	"AGP3"	1	6	6	"Target Gene"	"arabinogalactan protein 3"
"AT1G50030"	"TOR"	1	20	20	"Target Gene"	"Related to TOR proteins from yeast and mammals, regulators of cell growth in response to nutrient availability. TOR proteins belong to the family of phosphatidylinositol 3-kinase and are targets of the antiproliferative drug rapamycin. AtTOR binds the yeast FKBP12 protein in the presence of Rapamycin, is involved in embryogenesis and is expressed in embryos, endosperm and meristems. Participates in negatively  modulating ethylene signals and the molecular mechanism is likely involved in the regulation of  ethylene biosynthesis by affecting ACSs in transcription and protein levels"
"AT4G37608"	"AT4G37608"	5	11	11	"Target Gene"	"hypothetical protein"
"AT4G28240"	"WIP1"	3	12	12	"Target Gene"	"Member of the wound-induced polypeptide (WIP) family. Positively regulates plant resistance against Pst DC3000 by enhancing PTI responses."
"AT1G79410"	"OCT5"	3	6	6	"Target Gene"	"organic cation/carnitine transporter5"
"AT1G76520"	"PILS3"	4	6	6	"Target Gene"	"Auxin efflux carrier family protein"
"AT3G26510"	"AT3G26510"	3	11	11	"Target Gene"	"Octicosapeptide/Phox/Bem1p family protein"
"AT1G10070"	"BCAT-2"	2	13	13	"Target Gene"	"Encodes a chloroplast branched-chain amino acid aminotransferase. Complements the yeast leu/iso-leu/val auxotrophy mutant. Involved in cell wall development."
"ATCG00120"	"ATPA"	2	6	6	"Target Gene"	"Encodes the ATPase alpha subunit, which is a subunit of ATP synthase and part of the CF1 portion which catalyzes the conversion of ADP to ATP using the proton motive force. This complex is located in the thylakoid membrane of the chloroplast."
"AT4G35770"	"SEN1"	1	11	11	"Target Gene"	"Senescence-associated gene that is strongly induced by phosphate starvation.  Transcripts are differentially regulated at the level of mRNA stability at different times of day. mRNAs are targets of the mRNA degradation pathway mediated by the downstream (DST) instability determinant."
"AT2G25470"	"RLP21"	1	16	16	"Target Gene"	"receptor like protein 21"
"AT1G56220"	"AT1G56220"	3	11	11	"Target Gene"	"Dormancy/auxin associated family protein"
"AT3G19430"	"AT3G19430"	1	5	5	"Target Gene"	"late embryogenesis abundant protein-related / LEA protein-like protein"
"AT3G23120"	"RLP38"	3	1	1	"Target Gene"	"receptor like protein 38"
"AT5G64120"	"PRX71"	2	3	3	"Target Gene"	"Encodes a cell wall bound peroxidase that is induced by hypo-osmolarity and is involved in the lignification of cell walls."
"AT4G12470"	"AZI1"	2	18	18	"Target Gene"	"Encodes AZI1 (AZELAIC ACID INDUCED 1).  Involved in the priming of salicylic acid induction and systemic immunity triggered by pathogen or azelaic acid. Targeting if AZI1 to chloroplasts is increased during SAR induction and that localization requires the PRR domain.It is involved in the uptake and movement of the azelaic acid signal."
"AT3G50930"	"BCS1"	3	1	1	"Target Gene"	"Encodes a protein that is present in a homo-multimeric protein complex on the outer mitochondrial membrane and plays a role in cell death and amplifying salicylic acid signalling. The mRNA is cell-to-cell mobile."
"AT5G61440"	"ACHT5"	3	12	12	"Target Gene"	"Encodes a member of the thioredoxin family protein.  Located in the chloroplast. The mRNA is cell-to-cell mobile."
"AT5G36930"	"AT5G36930"	4	14	14	"Target Gene"	"Disease resistance protein (TIR-NBS-LRR class) family"
"AT1G68620"	"AT1G68620"	2	6	6	"Target Gene"	"alpha/beta-Hydrolases superfamily protein"
"AT3G57460"	"AT3G57460"	2	1	1	"Target Gene"	"catalytic/ metal ion binding / metalloendopeptidase/ zinc ion binding protein"
